date,avg_sentiment
2017-05-11,0.62117934
2017-05-12,0.48714295
2017-05-13,0.64280826
2017-05-14,0.6524999
2017-05-15,0.59117013
2017-05-16,0.5838197
2017-05-17,0.5501224
2017-05-18,0.58269703
2017-05-19,0.5905417
2017-05-20,0.6917566
2017-05-21,0.6405293
2017-05-22,0.54433346
2017-05-23,0.49043277
2017-05-24,0.603152
2017-05-25,0.60164124
2017-05-26,0.6566032
2017-05-27,0.6690687
2017-05-28,0.6639426
2017-05-29,0.64032584
2017-05-30,0.6201905
2017-05-31,0.6029743
2017-06-01,0.5954153
2017-06-02,0.6039222
2017-06-03,0.67163706
2017-06-04,0.6416196
2017-06-05,0.5798828
2017-06-06,0.6146407
2017-06-07,0.6202754
2017-06-08,0.6449749
2017-06-09,0.54152423
2017-06-10,0.6064984
2017-06-11,0.6488836
2017-06-12,0.4880472
2017-06-13,0.5386154
2017-06-14,0.63351244
2017-06-15,0.5929734
2017-06-16,0.6197757
2017-06-17,0.6523926
2017-06-18,0.681066
2017-06-19,0.5425533
2017-06-20,0.57868695
2017-06-21,0.6127314
2017-06-22,0.6619432
2017-06-23,0.5588694
2017-06-24,0.66393137
2017-06-25,0.6668286
2017-06-26,0.56906605
2017-06-27,0.5867175
2017-06-28,0.5459861
2017-06-29,0.59674996
2017-06-30,0.5967584
2017-07-01,0.62681156
2017-07-02,0.56940746
2017-07-03,0.59073204
2017-07-04,0.62175494
2017-07-05,0.59948677
2017-07-06,0.5956364
2017-07-07,0.55669993
2017-07-08,0.64132124
2017-07-09,0.6724484
2017-07-10,0.6174622
2017-07-11,0.6202178
2017-07-12,0.57166886
2017-07-13,0.54239905
2017-07-14,0.58042085
2017-07-15,0.65651864
2017-07-16,0.66146624
2017-07-17,0.5887535
2017-07-18,0.61559427
2017-07-19,0.68003273
2017-07-20,0.68711275
2017-07-21,0.64066124
2017-07-22,0.6696494
2017-07-23,0.7220006
2017-07-24,0.6000278
2017-07-25,0.5825871
2017-07-26,0.63997066
2017-07-27,0.61324155
2017-07-28,0.63818616
2017-07-29,0.6514142
2017-07-30,0.6284898
2017-07-31,0.62882984
2017-08-01,0.3997942
2017-08-02,0.4099179
2017-08-03,0.5508387
2017-08-04,0.6024577
2017-08-05,0.6392274
2017-08-06,0.58357114
2017-08-07,0.5584198
2017-08-08,0.57743955
2017-08-09,0.73005635
2017-08-10,0.64279765
2017-08-11,0.624894
2017-08-12,0.6694585
2017-08-13,0.706525
2017-08-14,0.59746045
2017-08-15,0.5472741
2017-08-16,0.61568487
2017-08-17,0.6202639
2017-08-18,0.6122716
2017-08-19,0.70877546
2017-08-20,0.6588321
2017-08-21,0.6150761
2017-08-22,0.6185031
2017-08-23,0.6191778
2017-08-24,0.5941326
2017-08-25,0.64097023
2017-08-26,0.7005242
2017-08-27,0.6458292
2017-08-28,0.6126221
2017-08-29,0.6041497
2017-08-30,0.619696
2017-08-31,0.58831596
2017-09-01,0.60723615
2017-09-02,0.6358847
2017-09-03,0.6371518
2017-09-04,0.66013587
2017-09-05,0.58740246
2017-09-06,0.5645619
2017-09-07,0.61014956
2017-09-08,0.56030655
2017-09-09,0.8022158
2017-09-10,0.6924139
2017-09-11,0.6226383
2017-09-12,0.6052853
2017-09-13,0.63612986
2017-09-14,0.6387301
2017-09-15,0.6323668
2017-09-16,0.6563159
2017-09-17,0.63736427
2017-09-18,0.604634
2017-09-19,0.5882937
2017-09-20,0.53257185
2017-09-21,0.5390836
2017-09-22,0.54837483
2017-09-23,0.6099719
2017-09-24,0.68957853
2017-09-25,0.52524966
2017-09-26,0.5148839
2017-09-27,0.5740786
2017-09-28,0.61807024
2017-09-29,0.5798997
2017-09-30,0.6620873
2017-10-01,0.60578495
2017-10-02,0.56454146
2017-10-03,0.6252933
2017-10-04,0.60386646
2017-10-05,0.6081819
2017-10-06,0.64505374
2017-10-07,0.6533909
2017-10-08,0.6319551
2017-10-09,0.6182851
2017-10-10,0.5449273
2017-10-11,0.5525492
2017-10-12,0.622542
2017-10-13,0.5347873
2017-10-14,0.6104325
2017-10-15,0.5883659
2017-10-16,0.42004734
2017-10-17,0.60345054
2017-10-18,0.53025776
2017-10-19,0.58438647
2017-10-20,0.5693928
2017-10-21,0.67085797
2017-10-22,0.6345275
2017-10-23,0.5166028
2017-10-24,0.5809549
2017-10-25,0.59582365
2017-10-26,0.5767605
2017-10-27,0.53098035
2017-10-28,0.59344345
2017-10-29,0.6321817
2017-10-30,0.45151293
2017-10-31,0.5550947
2017-11-01,0.58404464
2017-11-02,0.4003456
2017-11-03,0.4553741
2017-11-04,0.562144
2017-11-05,0.6149509
2017-11-06,0.53098345
2017-11-07,0.55966944
2017-11-08,0.5705246
2017-11-09,0.5999155
2017-11-10,0.63751
2017-11-11,0.70238537
2017-11-12,0.65625924
2017-11-13,0.6271772
